Respondent_ID,Timestamp,Region,Age_Group,Gender,Occupation,Primary_Tech_Stack,Work_Setup_Preference,Satisfaction_Score,Feedback,Date,Feedback_Length
R0400,2024-04-22 00:11:12,North America,18-24,Female,Student,Java,Hybrid,2,Can be improved,2024-04-22,15
R0401,2024-04-18 21:11:00,North America,45+,Male,Manager,Javascript,Remote,4,Loved the flexibility,2024-04-18,21
R0402,2024-01-20 07:20:47,Europe,25-34,Male,Student,Javascript,Remote,3,Very useful and easy to use,2024-01-20,27
R0403,2024-01-25 22:22:51,Europe,25-34,Female,Researcher,C++,Remote,3,Needs improvement,2024-01-25,17
R0404,2024-04-12 19:41:24,Europe,45+,Male,Data Analyst,Java,Hybrid,2,Nothing special,2024-04-12,15
R0405,2024-02-04 17:32:33,North America,45+,Male,Data Analyst,C++,Remote,2,Needs improvement,2024-02-04,17
R0406,2024-01-03 23:55:42,Europe,45+,Female,Student,R,Remote,3,Not satisfied,2024-01-03,13
R0407,2024-04-28 15:21:53,Asia-Pacific,18-24,Male,Software Engineer,Javascript,Hybrid,3,Very satisfied with the results,2024-04-28,31
R0408,2024-03-20 15:26:39,Africa,18-24,Male,Software Engineer,Java,Remote,2,It's okay,2024-03-20,9
R0409,2024-02-25 00:24:29,Middle East,25-34,Female,Software Engineer,Python,Hybrid,5,Loved the flexibility,2024-02-25,21
R0410,2024-02-12 21:45:13,Africa,25-34,Male,Manager,Javascript,Hybrid,5,Nothing special,2024-02-12,15
R0411,2024-01-25 00:19:41,Africa,18-24,Female,Manager,Java,On-Site,2,Works fine,2024-01-25,10
R0412,2024-04-09 17:24:32,Europe,45+,Female,Software Engineer,Python,Remote,4,Loved the flexibility,2024-04-09,21
R0413,2024-02-23 02:03:06,Asia-Pacific,25-34,Female,Software Engineer,Python,On-Site,5,Very useful and easy to use,2024-02-23,27
R0414,2024-02-13 16:37:25,Middle East,25-34,Female,Data Analyst,R,On-Site,3,Nothing special,2024-02-13,15
R0415,2024-01-29 12:24:26,Asia-Pacific,25-34,Female,Manager,Javascript,Remote,4,Nothing special,2024-01-29,15
R0416,2024-03-09 06:45:15,Africa,25-34,Female,Software Engineer,Python,Remote,5,Highly efficient tool,2024-03-09,21
R0417,2024-02-13 02:23:07,North America,25-34,Male,Student,R,On-Site,2,Nothing special,2024-02-13,15
R0418,2024-03-16 06:54:19,Asia-Pacific,18-24,Female,Manager,R,Remote,2,Poor experience,2024-03-16,15
R0419,2024-01-09 09:57:17,Middle East,25-34,Female,Researcher,Python,Hybrid,5,Great experience,2024-01-09,16
R0420,2024-02-13 14:36:24,Asia-Pacific,18-24,Male,Researcher,Javascript,Remote,3,Highly efficient tool,2024-02-13,21
R0421,2024-04-17 03:40:19,Europe,25-34,Male,Manager,Python,On-Site,5,Great experience,2024-04-17,16
R0422,2024-02-09 12:10:38,Africa,25-34,Female,Manager,Javascript,Remote,3,Very useful and easy to use,2024-02-09,27
R0423,2024-03-22 06:52:51,Africa,18-24,Male,Manager,R,On-Site,2,Had some issues,2024-03-22,15
R0424,2024-04-08 00:22:48,Africa,25-34,Female,Software Engineer,Javascript,Remote,3,Works fine,2024-04-08,10
R0425,2024-03-05 02:13:46,North America,18-24,Female,Software Engineer,Python,Remote,4,Very useful and easy to use,2024-03-05,27
R0426,2024-04-01 15:53:37,Asia-Pacific,18-24,Male,Manager,Javascript,Remote,5,Nothing special,2024-04-01,15
R0427,2024-02-17 14:55:19,Africa,35-44,Male,Data Analyst,Javascript,Remote,5,Loved the flexibility,2024-02-17,21
R0428,2024-01-04 07:40:02,Asia-Pacific,35-44,Male,Student,Python,Hybrid,5,Loved the flexibility,2024-01-04,21
R0429,2024-03-10 23:11:09,North America,35-44,Female,Data Analyst,C++,Hybrid,1,Nothing special,2024-03-10,15
R0430,2024-04-22 14:40:58,Middle East,25-34,Male,Data Analyst,Javascript,Remote,4,Works fine,2024-04-22,10
R0431,2024-02-03 13:55:12,Africa,35-44,Female,Manager,Javascript,Hybrid,3,Can be improved,2024-02-03,15
R0432,2024-04-09 10:42:24,Europe,18-24,Male,Manager,Python,On-Site,4,Highly efficient tool,2024-04-09,21
R0433,2024-03-02 16:34:12,Europe,18-24,Male,Researcher,Java,Hybrid,2,Can be improved,2024-03-02,15
R0434,2024-04-02 22:36:48,Africa,18-24,Male,Data Analyst,Python,Remote,4,Loved the flexibility,2024-04-02,21
R0435,2024-02-05 19:09:01,Europe,18-24,Male,Researcher,Javascript,Hybrid,4,Average experience,2024-02-05,18
R0436,2024-04-03 00:07:30,Asia-Pacific,25-34,Male,Researcher,Python,Hybrid,4,Very useful and easy to use,2024-04-03,27
R0437,2024-04-25 03:10:32,North America,45+,Female,Data Analyst,Javascript,On-Site,4,Very satisfied with the results,2024-04-25,31
R0438,2024-02-27 17:03:25,Asia-Pacific,25-34,Female,Software Engineer,C++,Remote,3,Works fine,2024-02-27,10
R0439,2024-03-23 06:58:09,Africa,18-24,Male,Software Engineer,Python,Remote,5,Very satisfied with the results,2024-03-23,31
R0440,2024-01-16 02:15:36,Middle East,25-34,Male,Manager,Javascript,Remote,5,Very satisfied with the results,2024-01-16,31
R0441,2024-02-15 07:17:24,Africa,35-44,Female,Data Analyst,Javascript,Hybrid,4,Very satisfied with the results,2024-02-15,31
R0442,2024-02-20 18:35:22,Asia-Pacific,18-24,Male,Student,Java,On-Site,4,It's okay,2024-02-20,9
R0443,2024-03-09 05:02:47,Asia-Pacific,25-34,Male,Researcher,Python,On-Site,4,Loved the flexibility,2024-03-09,21
R0444,2024-03-13 16:44:22,Africa,18-24,Female,Researcher,Javascript,Hybrid,5,Can be improved,2024-03-13,15
R0445,2024-02-26 04:47:44,Middle East,25-34,Female,Student,Python,On-Site,5,Highly efficient tool,2024-02-26,21
R0446,2024-01-31 07:23:47,North America,25-34,Female,Software Engineer,Python,Remote,4,Loved the flexibility,2024-01-31,21
R0447,2024-04-15 18:53:42,Africa,35-44,Female,Student,Javascript,Hybrid,4,Loved the flexibility,2024-04-15,21
R0448,2024-04-05 06:04:04,Africa,35-44,Female,Researcher,C++,Remote,2,Needs improvement,2024-04-05,17
R0449,2024-04-22 23:37:09,Middle East,18-24,Male,Manager,Python,Remote,5,Great experience,2024-04-22,16
R0450,2024-03-30 21:43:35,Africa,25-34,Female,Researcher,C++,Hybrid,2,Average experience,2024-03-30,18
R0451,2024-03-07 04:46:38,North America,45+,Female,Software Engineer,Python,Hybrid,5,Loved the flexibility,2024-03-07,21
R0452,2024-04-03 10:13:49,Asia-Pacific,35-44,Female,Software Engineer,R,Hybrid,2,Poor experience,2024-04-03,15
R0453,2024-04-05 21:36:01,Africa,45+,Female,Software Engineer,Java,Remote,3,Nothing special,2024-04-05,15
R0454,2024-03-07 10:39:20,Africa,18-24,Female,Student,Python,Remote,5,Very satisfied with the results,2024-03-07,31
R0455,2024-01-28 06:45:30,Africa,18-24,Female,Researcher,Python,Hybrid,4,Very useful and easy to use,2024-01-28,27
R0456,2024-02-22 06:41:50,Middle East,35-44,Male,Student,Javascript,On-Site,3,Nothing special,2024-02-22,15
R0457,2024-03-22 13:00:37,Africa,35-44,Male,Software Engineer,Python,Remote,4,Very useful and easy to use,2024-03-22,27
R0458,2024-03-18 05:31:29,Africa,25-34,Male,Researcher,Python,Hybrid,4,Loved the flexibility,2024-03-18,21
R0459,2024-01-13 08:08:14,Africa,18-24,Male,Data Analyst,R,Hybrid,2,Can be improved,2024-01-13,15
R0460,2024-01-16 16:13:23,North America,18-24,Male,Student,Javascript,Remote,5,Loved the flexibility,2024-01-16,21
R0461,2024-02-12 10:21:58,Africa,18-24,Female,Student,R,Remote,2,Can be improved,2024-02-12,15
R0462,2024-04-27 13:00:08,Middle East,25-34,Male,Manager,Javascript,Remote,3,Works fine,2024-04-27,10
R0463,2024-03-24 07:06:50,Asia-Pacific,35-44,Female,Manager,Javascript,Hybrid,5,Can be improved,2024-03-24,15
R0464,2024-03-26 05:22:17,Middle East,25-34,Male,Data Analyst,Javascript,Hybrid,3,Average experience,2024-03-26,18
R0465,2024-03-12 08:40:48,Africa,35-44,Male,Student,Python,Remote,4,Loved the flexibility,2024-03-12,21
R0466,2024-02-28 03:49:54,Africa,25-34,Male,Manager,Javascript,Remote,4,Average experience,2024-02-28,18
R0467,2024-03-11 02:38:02,North America,25-34,Male,Software Engineer,Python,On-Site,4,Very useful and easy to use,2024-03-11,27
R0468,2024-02-21 22:52:07,Middle East,18-24,Male,Data Analyst,Java,On-Site,2,Nothing special,2024-02-21,15
R0469,2024-03-04 20:30:19,Middle East,18-24,Female,Data Analyst,C++,Hybrid,2,Poor experience,2024-03-04,15
R0470,2024-02-16 10:28:21,Africa,18-24,Male,Manager,Java,Remote,2,It's okay,2024-02-16,9
R0471,2024-03-24 06:15:17,Europe,18-24,Male,Software Engineer,C++,Remote,2,Can be improved,2024-03-24,15
R0472,2024-03-24 22:49:42,North America,25-34,Female,Manager,R,Hybrid,1,Had some issues,2024-03-24,15
R0473,2024-04-25 05:01:59,Middle East,25-34,Female,Researcher,Python,Hybrid,5,Great experience,2024-04-25,16
R0474,2024-03-13 06:15:40,North America,18-24,Female,Manager,Java,On-Site,3,It's okay,2024-03-13,9
R0475,2024-03-29 23:11:58,Asia-Pacific,45+,Female,Student,Javascript,Remote,3,Very useful and easy to use,2024-03-29,27
R0476,2024-03-31 04:01:53,Africa,18-24,Male,Student,Python,Hybrid,4,Highly efficient tool,2024-03-31,21
R0477,2024-04-19 07:44:16,Middle East,35-44,Male,Data Analyst,Java,On-Site,4,Average experience,2024-04-19,18
R0478,2024-02-16 09:29:04,Asia-Pacific,25-34,Male,Manager,Python,Remote,4,Very useful and easy to use,2024-02-16,27
R0479,2024-01-10 18:37:41,Middle East,45+,Female,Manager,Python,Remote,4,Loved the flexibility,2024-01-10,21
R0480,2024-02-20 07:07:22,Africa,18-24,Female,Student,C++,Remote,2,Works fine,2024-02-20,10
R0481,2024-02-24 15:56:42,Middle East,25-34,Female,Data Analyst,Python,Hybrid,5,Highly efficient tool,2024-02-24,21
R0482,2024-02-28 19:20:10,Africa,25-34,Male,Software Engineer,R,Remote,2,Works fine,2024-02-28,10
R0483,2024-04-23 13:25:23,Middle East,18-24,Male,Software Engineer,Javascript,Remote,4,Average experience,2024-04-23,18
R0484,2024-01-14 19:19:03,Europe,25-34,Male,Student,Javascript,Hybrid,5,Nothing special,2024-01-14,15
R0485,2024-01-27 00:25:32,Africa,18-24,Male,Student,Python,On-Site,4,Very useful and easy to use,2024-01-27,27
R0486,2024-04-06 16:01:35,Middle East,18-24,Male,Data Analyst,R,Hybrid,1,Not satisfied,2024-04-06,13
R0487,2024-01-18 11:31:46,North America,25-34,Female,Manager,Java,Hybrid,2,It's okay,2024-01-18,9
R0488,2024-04-28 07:58:37,Europe,25-34,Male,Researcher,Python,Hybrid,4,Loved the flexibility,2024-04-28,21
R0489,2024-02-12 04:55:58,Europe,25-34,Male,Manager,Javascript,Hybrid,5,Highly efficient tool,2024-02-12,21
R0490,2024-02-02 06:55:10,Middle East,18-24,Male,Manager,Java,Hybrid,2,Nothing special,2024-02-02,15
R0491,2024-02-17 18:04:10,Africa,25-34,Male,Student,Javascript,Hybrid,3,Average experience,2024-02-17,18
R0492,2024-03-15 17:43:01,Asia-Pacific,45+,Male,Manager,Python,Remote,4,Very useful and easy to use,2024-03-15,27
R0493,2024-01-28 02:53:22,North America,25-34,Male,Software Engineer,Python,Remote,4,Great experience,2024-01-28,16
R0494,2024-03-09 18:00:24,Europe,45+,Male,Manager,C++,Remote,2,Poor experience,2024-03-09,15
R0495,2024-02-03 14:05:34,Europe,25-34,Male,Data Analyst,Python,Hybrid,5,Very useful and easy to use,2024-02-03,27
R0496,2024-02-19 19:23:23,Europe,25-34,Male,Student,Python,Hybrid,5,Very useful and easy to use,2024-02-19,27
R0497,2024-04-27 00:16:57,Europe,35-44,Male,Researcher,Python,Hybrid,5,Very satisfied with the results,2024-04-27,31
R0498,2024-02-19 04:47:53,Middle East,25-34,Female,Software Engineer,R,On-Site,2,Works fine,2024-02-19,10
R0499,2024-04-22 11:24:21,Europe,35-44,Female,Data Analyst,Python,Hybrid,5,Great experience,2024-04-22,16
R0500,2024-04-28 03:57:04,Europe,18-24,Male,Data Analyst,Python,Remote,5,Very useful and easy to use,2024-04-28,27
R0501,2024-02-11 07:36:39,Asia-Pacific,25-34,Female,Manager,Python,Hybrid,4,Great experience,2024-02-11,16
R0502,2024-04-03 22:28:52,Asia-Pacific,18-24,Male,Software Engineer,Python,On-Site,4,Loved the flexibility,2024-04-03,21
R0503,2024-01-10 22:30:24,Africa,35-44,Male,Researcher,C++,Remote,3,Works fine,2024-01-10,10
R0504,2024-03-02 00:24:49,Africa,25-34,Male,Researcher,C++,Remote,3,Poor experience,2024-03-02,15
R0505,2024-01-14 04:32:16,Europe,35-44,Male,Researcher,Java,Remote,4,It's okay,2024-01-14,9
R0506,2024-04-23 10:46:35,Europe,18-24,Female,Researcher,C++,Hybrid,3,Works fine,2024-04-23,10
R0507,2024-03-07 23:48:59,Asia-Pacific,35-44,Male,Researcher,Python,Hybrid,4,Great experience,2024-03-07,16
R0508,2024-01-26 19:19:40,North America,35-44,Female,Student,Python,Hybrid,5,Very useful and easy to use,2024-01-26,27
R0509,2024-01-30 11:33:58,North America,18-24,Female,Manager,Java,Hybrid,4,Can be improved,2024-01-30,15
R0510,2024-03-20 09:01:37,Africa,18-24,Female,Manager,C++,On-Site,1,Average experience,2024-03-20,18
R0511,2024-04-25 19:17:36,Africa,18-24,Female,Data Analyst,Java,Remote,3,Can be improved,2024-04-25,15
R0512,2024-03-21 18:47:24,Asia-Pacific,18-24,Male,Manager,Python,Remote,4,Highly efficient tool,2024-03-21,21
R0513,2024-02-18 17:31:22,Middle East,25-34,Male,Researcher,Python,Hybrid,5,Highly efficient tool,2024-02-18,21
R0514,2024-03-30 02:19:20,Africa,18-24,Female,Data Analyst,Python,On-Site,4,Very useful and easy to use,2024-03-30,27
R0515,2024-01-11 16:06:51,Europe,18-24,Male,Software Engineer,Python,Hybrid,4,Great experience,2024-01-11,16
R0516,2024-03-01 19:49:12,North America,45+,Female,Researcher,Python,Remote,5,Great experience,2024-03-01,16
R0517,2024-04-05 01:21:54,Asia-Pacific,25-34,Female,Researcher,Java,Hybrid,2,Works fine,2024-04-05,10
R0518,2024-03-01 03:39:10,Europe,35-44,Female,Manager,R,Remote,3,Not satisfied,2024-03-01,13
R0519,2024-01-12 11:13:54,Europe,25-34,Female,Data Analyst,Javascript,Hybrid,5,Works fine,2024-01-12,10
R0520,2024-01-08 14:41:08,Middle East,18-24,Female,Data Analyst,Python,Hybrid,5,Very useful and easy to use,2024-01-08,27
R0521,2024-04-06 09:49:29,Middle East,25-34,Female,Software Engineer,Javascript,Hybrid,4,Average experience,2024-04-06,18
R0522,2024-03-23 14:20:35,Middle East,25-34,Male,Researcher,Python,On-Site,4,Great experience,2024-03-23,16
R0523,2024-02-16 06:03:25,Europe,18-24,Female,Student,Python,Remote,4,Very useful and easy to use,2024-02-16,27
R0524,2024-01-25 12:45:16,Asia-Pacific,25-34,Male,Researcher,Javascript,Remote,3,Very useful and easy to use,2024-01-25,27
R0525,2024-01-20 21:14:56,Africa,35-44,Female,Data Analyst,Python,Remote,5,Very satisfied with the results,2024-01-20,31
R0526,2024-02-16 16:34:38,North America,18-24,Male,Data Analyst,R,Hybrid,3,Not satisfied,2024-02-16,13
R0527,2024-01-26 16:28:58,Middle East,45+,Female,Student,Python,Remote,5,Highly efficient tool,2024-01-26,21
R0528,2024-04-13 04:58:29,Asia-Pacific,18-24,Male,Software Engineer,C++,Remote,3,Not satisfied,2024-04-13,13
R0529,2024-03-06 07:13:08,Europe,25-34,Male,Student,Python,Remote,5,Highly efficient tool,2024-03-06,21
R0530,2024-02-06 15:24:53,Europe,18-24,Female,Student,Java,On-Site,4,Average experience,2024-02-06,18
R0531,2024-01-03 14:52:57,Africa,45+,Female,Manager,Python,Remote,5,Very satisfied with the results,2024-01-03,31
R0532,2024-03-09 02:24:46,North America,25-34,Male,Data Analyst,Python,Remote,5,Loved the flexibility,2024-03-09,21
R0533,2024-01-15 04:55:14,Middle East,25-34,Male,Student,Python,On-Site,5,Great experience,2024-01-15,16
R0534,2024-03-10 14:01:08,Middle East,18-24,Female,Student,Javascript,Hybrid,4,Loved the flexibility,2024-03-10,21
R0535,2024-02-01 07:04:16,Africa,18-24,Female,Manager,R,On-Site,1,Average experience,2024-02-01,18
R0536,2024-01-12 12:54:04,Europe,35-44,Male,Manager,Javascript,Hybrid,3,Great experience,2024-01-12,16
R0537,2024-03-12 13:17:07,Europe,35-44,Female,Researcher,Javascript,Hybrid,3,It's okay,2024-03-12,9
R0538,2024-04-01 01:25:23,Africa,18-24,Female,Data Analyst,Python,Hybrid,5,Great experience,2024-04-01,16
R0539,2024-01-11 03:10:19,Europe,18-24,Male,Manager,Javascript,On-Site,4,Average experience,2024-01-11,18
R0540,2024-03-14 03:38:21,Asia-Pacific,25-34,Female,Researcher,Javascript,Hybrid,4,Nothing special,2024-03-14,15
R0541,2024-04-15 04:32:24,North America,25-34,Male,Data Analyst,R,Hybrid,3,Poor experience,2024-04-15,15
R0542,2024-01-19 17:56:28,Africa,25-34,Female,Student,Javascript,On-Site,3,Very useful and easy to use,2024-01-19,27
R0543,2024-04-05 03:50:11,Middle East,18-24,Male,Researcher,Javascript,On-Site,5,Highly efficient tool,2024-04-05,21
R0544,2024-01-31 17:46:12,Africa,18-24,Male,Manager,C++,Remote,3,It's okay,2024-01-31,9
R0545,2024-02-27 04:28:40,Africa,18-24,Female,Software Engineer,R,Hybrid,2,It's okay,2024-02-27,9
R0546,2024-03-09 20:21:55,Asia-Pacific,18-24,Female,Software Engineer,Python,On-Site,4,Very satisfied with the results,2024-03-09,31
R0547,2024-04-22 06:12:02,Asia-Pacific,25-34,Female,Student,Python,Remote,5,Loved the flexibility,2024-04-22,21
R0548,2024-01-01 16:58:50,Europe,35-44,Male,Manager,Java,Remote,4,It's okay,2024-01-01,9
R0549,2024-03-07 01:55:53,Middle East,25-34,Female,Software Engineer,C++,Remote,2,Average experience,2024-03-07,18
R0550,2024-04-22 20:38:14,Asia-Pacific,45+,Female,Data Analyst,R,Hybrid,2,Nothing special,2024-04-22,15
R0551,2024-03-08 20:02:59,Asia-Pacific,35-44,Female,Software Engineer,Java,Hybrid,3,Works fine,2024-03-08,10
R0552,2024-04-24 01:41:46,Middle East,18-24,Male,Student,Javascript,On-Site,3,Very satisfied with the results,2024-04-24,31
R0553,2024-03-02 22:43:38,Asia-Pacific,45+,Male,Data Analyst,Python,Remote,4,Great experience,2024-03-02,16
R0554,2024-03-07 23:48:13,Africa,35-44,Female,Student,Python,Remote,4,Very satisfied with the results,2024-03-07,31
R0555,2024-02-23 03:56:35,Africa,18-24,Male,Data Analyst,Python,Hybrid,5,Great experience,2024-02-23,16
R0556,2024-02-21 19:59:47,Europe,18-24,Male,Data Analyst,Javascript,Hybrid,3,Average experience,2024-02-21,18
R0557,2024-03-13 00:38:38,North America,25-34,Female,Researcher,Python,Remote,5,Very useful and easy to use,2024-03-13,27
R0558,2024-01-07 23:33:41,Europe,18-24,Male,Researcher,Python,Hybrid,4,Loved the flexibility,2024-01-07,21
R0559,2024-02-27 10:50:42,North America,18-24,Male,Software Engineer,Javascript,Remote,5,Very useful and easy to use,2024-02-27,27
R0560,2024-02-15 11:48:53,Africa,18-24,Male,Student,Javascript,Remote,5,It's okay,2024-02-15,9
R0561,2024-01-24 14:20:17,Africa,18-24,Male,Software Engineer,Python,Remote,4,Loved the flexibility,2024-01-24,21
R0562,2024-03-13 12:44:53,Africa,18-24,Female,Student,Java,Hybrid,4,Works fine,2024-03-13,10
R0563,2024-04-21 10:22:07,Middle East,25-34,Male,Manager,Python,Remote,5,Highly efficient tool,2024-04-21,21
R0564,2024-02-28 17:00:22,Middle East,18-24,Male,Software Engineer,Python,Hybrid,4,Very satisfied with the results,2024-02-28,31
R0565,2024-01-10 06:42:21,Asia-Pacific,25-34,Female,Data Analyst,Python,Remote,5,Great experience,2024-01-10,16
R0566,2024-02-19 11:18:57,Africa,35-44,Female,Student,Javascript,On-Site,4,Can be improved,2024-02-19,15
R0567,2024-01-18 18:44:50,Africa,25-34,Female,Manager,R,Remote,2,Average experience,2024-01-18,18
R0568,2024-04-15 09:57:44,Asia-Pacific,35-44,Male,Student,Python,Remote,5,Great experience,2024-04-15,16
R0569,2024-03-21 13:44:07,Asia-Pacific,18-24,Female,Data Analyst,Java,Remote,3,Nothing special,2024-03-21,15
R0570,2024-01-20 17:03:25,Europe,35-44,Male,Researcher,R,Hybrid,1,Can be improved,2024-01-20,15
R0571,2024-01-30 08:27:47,Africa,18-24,Male,Data Analyst,R,Remote,3,Not satisfied,2024-01-30,13
R0572,2024-02-27 11:39:18,Africa,35-44,Male,Manager,Python,Hybrid,4,Loved the flexibility,2024-02-27,21
R0573,2024-04-06 16:14:01,Europe,35-44,Male,Manager,Javascript,On-Site,4,Great experience,2024-04-06,16
R0574,2024-02-17 08:38:15,Middle East,45+,Male,Researcher,Javascript,Remote,3,Highly efficient tool,2024-02-17,21
R0575,2024-01-23 06:45:44,North America,18-24,Male,Student,Java,Remote,2,Can be improved,2024-01-23,15
R0576,2024-04-13 04:11:57,Africa,45+,Female,Researcher,Javascript,Hybrid,3,Highly efficient tool,2024-04-13,21
R0577,2024-04-19 06:13:36,Middle East,18-24,Female,Researcher,C++,On-Site,3,Average experience,2024-04-19,18
R0578,2024-01-17 00:30:40,Asia-Pacific,35-44,Male,Software Engineer,Javascript,Hybrid,4,Loved the flexibility,2024-01-17,21
R0579,2024-01-08 16:58:09,Middle East,18-24,Female,Manager,Java,On-Site,3,Average experience,2024-01-08,18
R0580,2024-01-01 10:08:30,Asia-Pacific,18-24,Male,Manager,Python,On-Site,5,Great experience,2024-01-01,16
R0581,2024-02-26 02:09:10,Middle East,25-34,Male,Researcher,C++,Hybrid,3,Works fine,2024-02-26,10
R0582,2024-01-09 07:42:50,Asia-Pacific,18-24,Female,Software Engineer,Python,Remote,5,Highly efficient tool,2024-01-09,21
R0583,2024-01-03 20:28:08,Middle East,18-24,Female,Researcher,Javascript,Remote,3,Average experience,2024-01-03,18
R0584,2024-03-25 07:39:25,Europe,18-24,Male,Manager,Python,Hybrid,4,Highly efficient tool,2024-03-25,21
R0585,2024-04-27 21:41:58,Africa,25-34,Female,Manager,C++,Hybrid,1,Not satisfied,2024-04-27,13
R0586,2024-04-22 06:34:23,Europe,35-44,Female,Data Analyst,Javascript,Remote,3,Very useful and easy to use,2024-04-22,27
R0587,2024-04-28 18:30:45,North America,25-34,Male,Manager,Javascript,Hybrid,3,Very useful and easy to use,2024-04-28,27
R0588,2024-04-12 00:12:18,Asia-Pacific,35-44,Male,Manager,C++,On-Site,3,Can be improved,2024-04-12,15
R0589,2024-03-20 15:33:14,Asia-Pacific,18-24,Female,Manager,Javascript,Remote,3,Average experience,2024-03-20,18
R0590,2024-03-11 00:53:59,Africa,18-24,Female,Data Analyst,Java,Hybrid,4,Average experience,2024-03-11,18
R0591,2024-02-21 02:45:02,North America,18-24,Female,Researcher,Python,Hybrid,5,Very useful and easy to use,2024-02-21,27
R0592,2024-04-09 17:51:42,Africa,25-34,Male,Manager,R,Hybrid,2,Needs improvement,2024-04-09,17
R0593,2024-01-01 19:07:10,North America,35-44,Male,Data Analyst,R,On-Site,1,Average experience,2024-01-01,18
R0594,2024-01-17 03:52:22,Europe,18-24,Female,Data Analyst,Python,Hybrid,4,Great experience,2024-01-17,16
R0595,2024-03-09 10:47:06,Middle East,18-24,Male,Software Engineer,Javascript,Hybrid,4,Very satisfied with the results,2024-03-09,31
R0596,2024-01-28 13:51:53,Asia-Pacific,35-44,Female,Software Engineer,C++,Remote,3,Needs improvement,2024-01-28,17
R0597,2024-03-09 06:16:16,Europe,35-44,Male,Student,Python,On-Site,4,Very satisfied with the results,2024-03-09,31
R0598,2024-03-17 18:41:27,Europe,18-24,Male,Student,C++,Remote,2,Not very user friendly,2024-03-17,22
R0599,2024-03-19 05:03:08,Europe,18-24,Male,Data Analyst,Python,Hybrid,5,Very useful and easy to use,2024-03-19,27
R0600,2024-01-08 09:04:15,Europe,45+,Male,Researcher,Java,Hybrid,3,Average experience,2024-01-08,18
